revision,layer,P1,P2
step64,0,1.0,1.0
step64,1,0.965087890625,0.9994140625
step64,2,0.9295654296875,0.99833984375
step64,3,0.898193359375,0.99833984375
step64,4,0.8734130859375,0.99814453125
step64,5,0.86083984375,0.99853515625
step64,6,0.8463134765625,0.99814453125
step64,7,0.8387451171875,0.9984375
step64,8,0.8377685546875,0.9984375
step64,9,0.84375,0.9984375
step64,10,0.8526611328125,0.99833984375
step64,11,0.8629150390625,0.9986328125
step64,12,0.8740234375,0.998828125
step64,13,0.8878173828125,0.998828125
step64,14,0.9012451171875,0.99892578125
step64,15,0.914794921875,0.9994140625
step64,16,0.927978515625,1.0
step256,0,0.99951171875,0.99951171875
step256,1,0.95751953125,0.99921875
step256,2,0.90234375,0.9978515625
step256,3,0.86572265625,0.99765625
step256,4,0.775146484375,0.9955078125
step256,5,0.7235107421875,0.99423828125
step256,6,0.6920166015625,0.99423828125
step256,7,0.685302734375,0.994921875
step256,8,0.64697265625,0.9943359375
step256,9,0.63916015625,0.99521484375
step256,10,0.6322021484375,0.99423828125
step256,11,0.637939453125,0.99453125
step256,12,0.6531982421875,0.9947265625
step256,13,0.677734375,0.9947265625
step256,14,0.705078125,0.99462890625
step256,15,0.72119140625,0.9939453125
step256,16,0.746826171875,0.99375
step1000,0,1.0,1.0
step1000,1,0.9439697265625,0.9990234375
step1000,2,0.9056396484375,0.896484375
step1000,3,0.9031982421875,0.9037109375
step1000,4,0.8553466796875,0.67041015625
step1000,5,0.8009033203125,0.72705078125
step1000,6,0.7554931640625,0.7849609375
step1000,7,0.723388671875,0.816796875
step1000,8,0.6947021484375,0.83818359375
step1000,9,0.6922607421875,0.853125
step1000,10,0.6639404296875,0.8658203125
step1000,11,0.646728515625,0.86982421875
step1000,12,0.647216796875,0.8783203125
step1000,13,0.646484375,0.88359375
step1000,14,0.6319580078125,0.8939453125
step1000,15,0.61962890625,0.90498046875
step1000,16,0.607177734375,0.9111328125
step3000,0,1.0,1.0
step3000,1,0.9573974609375,0.985546875
step3000,2,0.93896484375,0.76650390625
step3000,3,0.9241943359375,0.769140625
step3000,4,0.8448486328125,0.630078125
step3000,5,0.7803955078125,0.64658203125
step3000,6,0.74755859375,0.66962890625
step3000,7,0.694091796875,0.71484375
step3000,8,0.63623046875,0.74189453125
step3000,9,0.5989990234375,0.749609375
step3000,10,0.53717041015625,0.79833984375
step3000,11,0.53204345703125,0.7998046875
step3000,12,0.53863525390625,0.81982421875
step3000,13,0.5379638671875,0.83134765625
step3000,14,0.51287841796875,0.85283203125
step3000,15,0.59228515625,0.88837890625
step3000,16,0.630859375,0.90634765625
