word,revision,layer,P1,P2
thessaloniki,step64,0,1.0009765625,1.0009765625
thessaloniki,step64,1,0.9573974609375,0.9828125
thessaloniki,step64,2,0.9093017578125,0.97509765625
thessaloniki,step64,3,0.8731689453125,0.97080078125
thessaloniki,step64,4,0.854248046875,0.97099609375
thessaloniki,step64,5,0.84521484375,0.97275390625
thessaloniki,step64,6,0.8328857421875,0.97451171875
thessaloniki,step64,7,0.8260498046875,0.975390625
thessaloniki,step64,8,0.8304443359375,0.97783203125
thessaloniki,step64,9,0.837646484375,0.9798828125
thessaloniki,step64,10,0.8516845703125,0.98134765625
thessaloniki,step64,11,0.8612060546875,0.9828125
thessaloniki,step64,12,0.8770751953125,0.9853515625
thessaloniki,step64,13,0.8900146484375,0.98681640625
thessaloniki,step64,14,0.90576171875,0.98896484375
thessaloniki,step64,15,0.91943359375,0.991015625
thessaloniki,step64,16,0.9322509765625,0.9923828125
buczynski,step64,0,0.99951171875,0.99951171875
buczynski,step64,1,0.9647216796875,0.989013671875
buczynski,step64,2,0.9232177734375,0.984130859375
buczynski,step64,3,0.8948974609375,0.9818115234375
buczynski,step64,4,0.873291015625,0.98095703125
buczynski,step64,5,0.8670654296875,0.9820556640625
buczynski,step64,6,0.85693359375,0.982177734375
buczynski,step64,7,0.859130859375,0.9833984375
buczynski,step64,8,0.8656005859375,0.9853515625
buczynski,step64,9,0.8758544921875,0.9871826171875
buczynski,step64,10,0.8848876953125,0.988525390625
buczynski,step64,11,0.896484375,0.9898681640625
buczynski,step64,12,0.908447265625,0.991455078125
buczynski,step64,13,0.92041015625,0.9927978515625
buczynski,step64,14,0.930908203125,0.9935302734375
buczynski,step64,15,0.9417724609375,0.9951171875
buczynski,step64,16,0.951416015625,0.996337890625
sportswriters,step64,0,1.0,1.0
sportswriters,step64,1,0.974609375,0.995703125
sportswriters,step64,2,0.9442138671875,0.99345703125
sportswriters,step64,3,0.9271240234375,0.9931640625
sportswriters,step64,4,0.920654296875,0.99306640625
sportswriters,step64,5,0.9169921875,0.9939453125
sportswriters,step64,6,0.9183349609375,0.9939453125
sportswriters,step64,7,0.9228515625,0.9953125
sportswriters,step64,8,0.9300537109375,0.9958984375
sportswriters,step64,9,0.935791015625,0.99658203125
sportswriters,step64,10,0.9434814453125,0.99697265625
sportswriters,step64,11,0.94921875,0.9970703125
sportswriters,step64,12,0.95654296875,0.99765625
sportswriters,step64,13,0.962646484375,0.99794921875
sportswriters,step64,14,0.9677734375,0.99814453125
sportswriters,step64,15,0.9732666015625,0.9986328125
sportswriters,step64,16,0.976806640625,0.9986328125
mendelsohn,step64,0,0.99951171875,0.99951171875
mendelsohn,step64,1,0.946533203125,0.996337890625
mendelsohn,step64,2,0.89208984375,0.995361328125
mendelsohn,step64,3,0.844970703125,0.99462890625
mendelsohn,step64,4,0.8154296875,0.994140625
mendelsohn,step64,5,0.79052734375,0.99462890625
mendelsohn,step64,6,0.773193359375,0.99462890625
mendelsohn,step64,7,0.759033203125,0.99462890625
mendelsohn,step64,8,0.75732421875,0.9951171875
mendelsohn,step64,9,0.75390625,0.995849609375
mendelsohn,step64,10,0.7607421875,0.99609375
mendelsohn,step64,11,0.770751953125,0.9970703125
mendelsohn,step64,12,0.7802734375,0.997314453125
mendelsohn,step64,13,0.7958984375,0.997802734375
mendelsohn,step64,14,0.811279296875,0.997802734375
mendelsohn,step64,15,0.827392578125,0.997802734375
mendelsohn,step64,16,0.84619140625,0.999267578125
pneumothorax,step64,0,0.99951171875,0.99951171875
pneumothorax,step64,1,0.97265625,0.998828125
pneumothorax,step64,2,0.942626953125,0.99873046875
pneumothorax,step64,3,0.9140625,0.998046875
pneumothorax,step64,4,0.8892822265625,0.9984375
pneumothorax,step64,5,0.8642578125,0.998046875
pneumothorax,step64,6,0.840087890625,0.998046875
pneumothorax,step64,7,0.82470703125,0.9984375
pneumothorax,step64,8,0.8172607421875,0.9984375
pneumothorax,step64,9,0.8138427734375,0.998828125
pneumothorax,step64,10,0.819580078125,0.99873046875
pneumothorax,step64,11,0.8271484375,0.998828125
pneumothorax,step64,12,0.841796875,0.9990234375
pneumothorax,step64,13,0.856201171875,0.99931640625
pneumothorax,step64,14,0.8701171875,0.99970703125
pneumothorax,step64,15,0.882568359375,0.99921875
pneumothorax,step64,16,0.897705078125,0.99990234375
bartholomew,step64,0,1.0009765625,1.0009765625
bartholomew,step64,1,0.9683837890625,0.980078125
bartholomew,step64,2,0.928955078125,0.9705078125
bartholomew,step64,3,0.8973388671875,0.96796875
bartholomew,step64,4,0.8731689453125,0.9681640625
bartholomew,step64,5,0.853271484375,0.96728515625
bartholomew,step64,6,0.834716796875,0.9671875
bartholomew,step64,7,0.822021484375,0.969140625
bartholomew,step64,8,0.823486328125,0.97255859375
bartholomew,step64,9,0.8280029296875,0.975
bartholomew,step64,10,0.8380126953125,0.97734375
bartholomew,step64,11,0.8463134765625,0.97958984375
bartholomew,step64,12,0.861083984375,0.98232421875
bartholomew,step64,13,0.874755859375,0.9849609375
bartholomew,step64,14,0.8887939453125,0.9865234375
bartholomew,step64,15,0.9051513671875,0.98876953125
bartholomew,step64,16,0.920166015625,0.9912109375
vaballathus,step64,0,0.99951171875,0.99951171875
vaballathus,step64,1,0.96826171875,0.9787109375
vaballathus,step64,2,0.92919921875,0.9705078125
vaballathus,step64,3,0.890625,0.9650390625
vaballathus,step64,4,0.8623046875,0.96162109375
vaballathus,step64,5,0.8427734375,0.95986328125
vaballathus,step64,6,0.8302408854166666,0.9607421875
vaballathus,step64,7,0.8212890625,0.96064453125
vaballathus,step64,8,0.8284505208333334,0.96357421875
vaballathus,step64,9,0.83642578125,0.96591796875
vaballathus,step64,10,0.8487955729166666,0.9693359375
vaballathus,step64,11,0.86376953125,0.9728515625
vaballathus,step64,12,0.8787434895833334,0.975390625
vaballathus,step64,13,0.89453125,0.9783203125
vaballathus,step64,14,0.9109700520833334,0.9818359375
vaballathus,step64,15,0.9241536458333334,0.98447265625
vaballathus,step64,16,0.9375,0.9876953125
shakkanakku,step64,0,1.0,1.0
shakkanakku,step64,1,0.9586181640625,0.97412109375
shakkanakku,step64,2,0.9189453125,0.95166015625
shakkanakku,step64,3,0.888916015625,0.94189453125
shakkanakku,step64,4,0.8709716796875,0.9425048828125
shakkanakku,step64,5,0.8577880859375,0.9403076171875
shakkanakku,step64,6,0.8526611328125,0.9415283203125
shakkanakku,step64,7,0.849609375,0.943115234375
shakkanakku,step64,8,0.85302734375,0.947021484375
shakkanakku,step64,9,0.86328125,0.951416015625
shakkanakku,step64,10,0.877197265625,0.9569091796875
shakkanakku,step64,11,0.8914794921875,0.9620361328125
shakkanakku,step64,12,0.905029296875,0.9661865234375
shakkanakku,step64,13,0.9173583984375,0.970703125
shakkanakku,step64,14,0.928955078125,0.974853515625
shakkanakku,step64,15,0.9390869140625,0.9783935546875
shakkanakku,step64,16,0.9490966796875,0.9822998046875
nonbenzodiazepines,step64,0,1.0,1.0
nonbenzodiazepines,step64,1,0.962890625,0.96455078125
