word,revision,layer,P1,P2
chiranjeevi,step64,0,0.99951171875,0.99951171875
chiranjeevi,step64,1,0.965576171875,0.98134765625
chiranjeevi,step64,2,0.926025390625,0.973828125
chiranjeevi,step64,3,0.890625,0.9703125
chiranjeevi,step64,4,0.8662109375,0.9681640625
chiranjeevi,step64,5,0.8515625,0.9685546875
chiranjeevi,step64,6,0.842041015625,0.96875
chiranjeevi,step64,7,0.84130859375,0.96953125
chiranjeevi,step64,8,0.84326171875,0.97177734375
chiranjeevi,step64,9,0.851806640625,0.9736328125
chiranjeevi,step64,10,0.86474609375,0.97705078125
chiranjeevi,step64,11,0.875,0.978125
chiranjeevi,step64,12,0.886962890625,0.98095703125
chiranjeevi,step64,13,0.899169921875,0.98271484375
chiranjeevi,step64,14,0.912109375,0.98505859375
chiranjeevi,step64,15,0.92431640625,0.98671875
chiranjeevi,step64,16,0.936279296875,0.989453125
churrigueresque,step64,0,1.0,1.0
churrigueresque,step64,1,0.974365234375,0.98291015625
churrigueresque,step64,2,0.945556640625,0.97236328125
churrigueresque,step64,3,0.9195556640625,0.966796875
churrigueresque,step64,4,0.8992919921875,0.9638671875
churrigueresque,step64,5,0.8896484375,0.96318359375
churrigueresque,step64,6,0.885009765625,0.96337890625
churrigueresque,step64,7,0.8809814453125,0.9638671875
churrigueresque,step64,8,0.8853759765625,0.96611328125
churrigueresque,step64,9,0.8929443359375,0.968359375
churrigueresque,step64,10,0.90234375,0.97099609375
churrigueresque,step64,11,0.908447265625,0.97373046875
churrigueresque,step64,12,0.918701171875,0.9765625
churrigueresque,step64,13,0.9271240234375,0.9787109375
churrigueresque,step64,14,0.937744140625,0.98125
churrigueresque,step64,15,0.9471435546875,0.98388671875
churrigueresque,step64,16,0.955810546875,0.98671875
kościuszko,step64,0,0.99951171875,0.99951171875
kościuszko,step64,1,0.96875,0.99736328125
kościuszko,step64,2,0.93603515625,0.99609375
kościuszko,step64,3,0.908203125,0.99521484375
kościuszko,step64,4,0.8905029296875,0.994140625
kościuszko,step64,5,0.880615234375,0.99482421875
kościuszko,step64,6,0.8740234375,0.99443359375
kościuszko,step64,7,0.8662109375,0.994921875
kościuszko,step64,8,0.870361328125,0.99521484375
kościuszko,step64,9,0.8770751953125,0.99599609375
kościuszko,step64,10,0.8848876953125,0.99580078125
kościuszko,step64,11,0.8961181640625,0.9962890625
kościuszko,step64,12,0.9073486328125,0.99638671875
kościuszko,step64,13,0.9171142578125,0.99716796875
kościuszko,step64,14,0.9281005859375,0.997265625
kościuszko,step64,15,0.9371337890625,0.99765625
kościuszko,step64,16,0.9464111328125,0.99814453125
poniewozik,step64,0,1.0,1.0
poniewozik,step64,1,0.9783935546875,0.97158203125
poniewozik,step64,2,0.9407958984375,0.95927734375
poniewozik,step64,3,0.9110107421875,0.95048828125
poniewozik,step64,4,0.882568359375,0.94619140625
poniewozik,step64,5,0.860107421875,0.94482421875
poniewozik,step64,6,0.8428955078125,0.94462890625
poniewozik,step64,7,0.831298828125,0.9455078125
poniewozik,step64,8,0.823974609375,0.94541015625
poniewozik,step64,9,0.816650390625,0.94755859375
poniewozik,step64,10,0.8184814453125,0.95185546875
poniewozik,step64,11,0.82275390625,0.956640625
poniewozik,step64,12,0.833984375,0.96142578125
poniewozik,step64,13,0.846435546875,0.9666015625
poniewozik,step64,14,0.86181640625,0.9720703125
poniewozik,step64,15,0.8779296875,0.9767578125
poniewozik,step64,16,0.89453125,0.98173828125
kamalakannan,step64,0,0.99951171875,0.99951171875
kamalakannan,step64,1,0.971923828125,0.9572265625
kamalakannan,step64,2,0.934326171875,0.93212890625
kamalakannan,step64,3,0.900146484375,0.92236328125
kamalakannan,step64,4,0.870849609375,0.91669921875
kamalakannan,step64,5,0.851806640625,0.91337890625
kamalakannan,step64,6,0.839111328125,0.91298828125
kamalakannan,step64,7,0.829833984375,0.91416015625
kamalakannan,step64,8,0.83349609375,0.9169921875
kamalakannan,step64,9,0.837158203125,0.92138671875
kamalakannan,step64,10,0.844482421875,0.92822265625
kamalakannan,step64,11,0.853759765625,0.93349609375
kamalakannan,step64,12,0.868896484375,0.940625
