revision,layer,P1,P2
step143000,4,0.92919921875,0.5900390625
step143000,5,0.9053955078125,0.59287109375
step143000,6,0.8837890625,0.6146484375
step143000,7,0.8653564453125,0.65634765625
step143000,8,0.8570556640625,0.6865234375
step143000,9,0.8583984375,0.6982421875
step143000,10,0.8642578125,0.748046875
step143000,11,0.8544921875,0.73642578125
step143000,12,0.855224609375,0.76318359375
step143000,13,0.85205078125,0.7865234375
step143000,14,0.8375244140625,0.81689453125
step143000,15,0.8145751953125,0.82744140625
step143000,16,0.73779296875,0.6748046875
